frame,id,class,x1,y1,x2,y2,confidence,x_center,y_center,time_sec,distance,speed,acceleration
86,2,person,333.059326171875,447.3041687011719,367.0401916503906,515.5659790039062,0.7571850419044495,350.0497589111328,481.43507385253906,3.44,3.93907181063881,98.47679526597025,-0.3355841550145158
87,2,person,329.18896484375,445.6602783203125,363.55718994140625,514.49755859375,0.7205831408500671,346.3730773925781,480.07891845703125,3.48,3.9188192667749497,97.97048166937374,-0.5063135965965131
88,2,person,323.31787109375,441.8836364746094,356.21160888671875,507.99285888671875,0.6807939410209656,339.7647399902344,474.93824768066406,3.52,8.372372379093692,209.3093094773423,111.33882780796857
89,2,person,317.8302001953125,438.97314453125,351.5682067871094,506.96954345703125,0.6896868944168091,334.69920349121094,472.9713439941406,3.56,5.434001300606958,135.85003251517395,-73.45927696216836
90,2,person,312.5389709472656,439.1658630371094,345.4648132324219,505.6057434082031,0.6366764307022095,329.00189208984375,472.38580322265625,3.6,5.727321817326058,143.18304543315145,7.3330129179774985
91,2,person,308.9615478515625,439.3758850097656,342.4457092285156,506.2832336425781,0.6448318362236023,325.70362854003906,472.8295593261719,3.64,3.3279816591107574,83.19954147776893,-59.98350395538252
92,2,person,298.5173034667969,433.5018310546875,333.7181701660156,505.2609558105469,0.6308144927024841,316.11773681640625,469.3813934326172,3.68,10.187206102101099,254.68015255252746,171.48061107475854
93,2,person,292.73114013671875,430.0043029785156,327.5744934082031,501.5621643066406,0.7043957710266113,310.15281677246094,465.7832336425781,3.72,6.966134150683182,174.15335376707955,-80.52679878544791
94,2,person,285.52886962890625,426.7581481933594,320.8157043457031,500.3714599609375,0.7069957852363586,303.1722869873047,463.56480407714844,3.76,7.324563182758827,183.11407956897068,8.96072580189113
95,2,person,281.8660888671875,426.69940185546875,316.17889404296875,498.7174987792969,0.5894721150398254,299.0224914550781,462.7084503173828,3.8,4.237233144535743,105.93082861339357,-77.18325095557711
96,2,person,272.55340576171875,425.5810546875,306.85418701171875,497.7762145996094,0.6605936288833618,289.70379638671875,461.6786346435547,3.84,9.375425222310048,234.3856305577512,128.45480194435763
97,2,person,266.5390319824219,426.31634521484375,300.20562744140625,497.6289978027344,0.6336321234703064,283.37232971191406,461.97267150878906,3.88,6.338290615953104,158.45726539882762,-75.92836515892358
98,2,person,254.4324493408203,425.7300720214844,289.3163146972656,498.1479187011719,0.6100243926048279,271.87438201904297,461.9389953613281,3.92,11.497997009518985,287.44992523797464,128.99265983914702
99,2,person,247.8867950439453,425.9626770019531,283.2550354003906,498.3282470703125,0.6039427518844604,265.57091522216797,462.1454620361328,3.96,6.306847243045488,157.6711810761372,-129.77874416183744
100,2,person,240.61932373046875,425.62908935546875,276.5315856933594,497.4692077636719,0.5372135043144226,258.57545471191406,461.5491485595703,4.0,7.020830258085713,175.52075645214282,17.849575376005617
101,2,person,233.5887908935547,423.10491943359375,269.62823486328125,495.03802490234375,0.5586608052253723,251.60851287841797,459.07147216796875,4.04,7.394400503950111,184.86001259875277,9.339256146609955
0,3,person,1052.1446533203125,378.6681823730469,1093.0584716796875,459.0852355957031,0.7634520530700684,1072.6015625,418.876708984375,0.0,0.0,0.0,0.0
1,3,person,1050.751708984375,380.60577392578125,1090.8607177734375,459.79681396484375,0.6693731546401978,1070.8062133789062,420.2012939453125,0.04,2.231099232520575,55.77748081301438,55.77748081301438
2,3,person,1053.8878173828125,381.24749755859375,1093.03173828125,458.4511413574219,0.7725554704666138,1073.4597778320312,419.8493194580078,0.08,2.6768059971917983,66.92014992979496,11.142669116780581
3,3,person,1056.632568359375,380.2071533203125,1096.657470703125,458.5234375,0.808152437210083,1076.64501953125,419.36529541015625,0.12,3.2218075611899235,80.54518902974809,13.625039099953128
4,3,person,1055.8951416015625,380.6427001953125,1096.439697265625,458.66156005859375,0.8152544498443604,1076.1674194335938,419.6521301269531,0.16,0.5571139991430866,13.927849978577164,-66.61733905117092
5,3,person,1052.703857421875,380.59637451171875,1093.381103515625,458.7806091308594,0.7662445902824402,1073.04248046875,419.68849182128906,0.2,3.1251505094656973,78.12876273664243,64.20091275806527
6,3,person,1046.723388671875,381.1195068359375,1083.253173828125,451.6718444824219,0.6489446759223938,1064.98828125,416.3956756591797,0.24,8.701308139168606,217.53270347921517,139.40394074257273
7,3,person,1044.0426025390625,381.8873291015625,1081.5933837890625,454.0672607421875,0.6736502647399902,1062.8179931640625,417.977294921875,0.28,2.685455244105014,67.13638110262535,-150.3963223765898
8,3,person,1038.1015625,381.4578552246094,1076.830810546875,453.17572021484375,0.7782629132270813,1057.4661865234375,417.31678771972656,0.32,5.39241171302116,134.81029282552902,67.67391172290367
9,3,person,1032.370361328125,381.6130676269531,1071.5435791015625,451.8762512207031,0.7503819465637207,1051.9569702148438,416.7446594238281,0.36,5.538844204510811,138.4711051127703,3.6608122872412707
10,3,person,1022.3092651367188,382.42852783203125,1060.842041015625,452.82159423828125,0.6288026571273804,1041.5756530761719,417.62506103515625,0.4,10.418582078714529,260.4645519678632,121.99344685509291
11,3,person,1015.7122802734375,382.68426513671875,1052.6806640625,452.068603515625,0.6993981599807739,1034.1964721679688,417.3764343261719,0.44,7.383368209456298,184.58420523640743,-75.88034673145577
12,3,person,1010.1461791992188,382.1800842285156,1047.98779296875,452.29864501953125,0.805748462677002,1029.0669860839844,417.23936462402344,0.48,5.131317139783548,128.2829284945887,-56.301276741818725
13,3,person,1006.2914428710938,381.16119384765625,1046.517333984375,452.864013671875,0.8006431460380554,1026.4043884277344,417.0126037597656,0.52,2.6722362860770645,66.80590715192662,-61.477021342662084
14,3,person,997.5465087890625,382.4352722167969,1034.607421875,448.608154296875,0.5432303547859192,1016.0769653320312,415.52171325683594,0.56,10.434482368061593,260.8620592015398,194.0561520496132
15,3,person,992.3510131835938,382.6291198730469,1027.6568603515625,446.751953125,0.6702280640602112,1010.0039367675781,414.69053649902344,0.6,6.129643606882156,153.2410901720539,-107.6209690294859
16,3,person,986.9267578125,383.71533203125,1022.931396484375,450.3435363769531,0.6520072817802429,1004.9290771484375,417.02943420410156,0.64,5.58790145124302,139.69753628107551,-13.543553890978387
17,3,person,984.0152587890625,384.289306640625,1021.6467895507812,452.9165344238281,0.715246856212616,1002.8310241699219,418.60292053222656,0.68,2.6225341800355206,65.56335450088801,-74.1341817801875
18,3,person,980.3770751953125,383.5793762207031,1020.2411499023438,453.1708984375,0.7422196865081787,1000.3091125488281,418.37513732910156,0.72,2.5321776028220437,63.304440070551095,-2.2589144303369153
19,3,person,974.7059936523438,382.04345703125,1017.1544189453125,454.2821044921875,0.5859184265136719,995.9302062988281,418.16278076171875,0.76,4.3840523785648,109.60130946411999,46.2968693935689
20,3,person,968.7830810546875,382.0615234375,1010.5215454101562,455.1631164550781,0.6024648547172546,989.6523132324219,418.61231994628906,0.8,6.293967495284338,157.34918738210845,47.74787791798846
21,3,person,964.3494262695312,383.2066650390625,1004.4008178710938,455.6626281738281,0.6482500433921814,984.3751220703125,419.4346466064453,0.84,5.340877053204748,133.5219263301187,-23.82726105198975
