frame,id,class,x1,y1,x2,y2,confidence
3,4,person,601.023193359375,394.3262939453125,635.2403564453125,469.2631530761719,0.7438414096832275
3,5,person,977.7779541015625,313.6053466796875,1013.7276000976562,386.3787841796875,0.7028202414512634
3,6,person,298.778564453125,395.4100036621094,336.1402893066406,474.3075866699219,0.7497085332870483
3,7,person,775.8603515625,340.51019287109375,811.6138305664062,408.98370361328125,0.580244779586792
3,8,person,401.7396240234375,405.982421875,436.7889099121094,483.4534912109375,0.636458694934845
3,9,person,451.52337646484375,310.07989501953125,483.0497741699219,381.4632873535156,0.5928957462310791
4,1,person,755.5986328125,445.08111572265625,812.9801635742188,526.0457763671875,0.6709873080253601
4,2,person,88.98868560791016,508.8262023925781,140.90907287597656,607.3881225585938,0.7161980271339417
4,3,person,1055.8951416015625,380.6427001953125,1096.439697265625,458.66156005859375,0.8152544498443604
4,4,person,610.1321411132812,392.9895324707031,645.4122924804688,470.5369567871094,0.6290954351425171
4,5,person,980.1517944335938,313.9268493652344,1017.5391235351562,387.9468994140625,0.7211328148841858
4,6,person,298.9084777832031,393.3840026855469,335.4744567871094,470.03070068359375,0.524819016456604
4,7,person,781.2307739257812,334.0987548828125,821.0029296875,410.6485290527344,0.6236369609832764
4,8,person,408.9938049316406,405.4091796875,443.1737976074219,481.4136962890625,0.5765329003334045
4,9,person,455.6839599609375,312.4666442871094,487.1414794921875,382.2066345214844,0.6469669342041016
5,1,person,753.10009765625,441.4045715332031,812.0146484375,525.3170776367188,0.7385309934616089
5,2,person,86.9611587524414,505.1888427734375,139.1300811767578,605.7003173828125,0.7243703007698059
5,3,person,1052.703857421875,380.59637451171875,1093.381103515625,458.7806091308594,0.7662445902824402
5,4,person,617.8466186523438,393.4101257324219,653.3667602539062,472.1416015625,0.6291831135749817
5,5,person,979.952880859375,314.81304931640625,1018.290771484375,387.9277648925781,0.6871598958969116
5,6,person,298.9140930175781,392.8454284667969,333.1170959472656,465.2696533203125,0.6029781699180603
5,7,person,783.4229736328125,335.1389465332031,823.19189453125,411.47772216796875,0.5962430834770203
5,8,person,412.5798034667969,405.10211181640625,446.5057678222656,480.8309020996094,0.5468025207519531
5,9,person,460.1714172363281,315.4461975097656,490.75872802734375,381.8481750488281,0.6538406610488892
6,1,person,750.398681640625,440.6325378417969,806.239013671875,522.234619140625,0.684164822101593
6,2,person,86.50870513916016,501.24652099609375,136.51145935058594,599.4429321289062,0.7838469743728638
6,3,person,1046.723388671875,381.1195068359375,1083.253173828125,451.6718444824219,0.6489446759223938
6,4,person,628.7528686523438,391.7320556640625,664.5382690429688,472.5697021484375,0.5370181202888489
6,5,person,974.1749877929688,313.4238586425781,1011.86279296875,386.1534118652344,0.6470030546188354
6,6,person,300.5042724609375,388.123779296875,334.4044494628906,461.1090087890625,0.646358847618103
6,7,person,789.7510375976562,343.5956726074219,826.473388671875,413.45477294921875,0.5820945501327515
6,8,person,415.4021911621094,403.661376953125,448.8733825683594,478.180908203125,0.6487674117088318
6,13,person,741.471923828125,271.5311279296875,762.5223388671875,329.6324157714844,0.5991709232330322
7,1,person,747.8018798828125,441.7969055175781,800.9039306640625,521.560546875,0.6845911741256714
7,2,person,87.06800842285156,499.6329345703125,134.42857360839844,593.5918579101562,0.6830441951751709
7,3,person,1044.0426025390625,381.8873291015625,1081.5933837890625,454.0672607421875,0.6736502647399902
7,5,person,973.0490112304688,313.577880859375,1010.8894653320312,387.9698486328125,0.6262555122375488
7,6,person,300.1608581542969,384.5385437011719,335.4647216796875,461.9281311035156,0.6704605221748352
7,7,person,793.30078125,351.9817810058594,825.5366821289062,412.9974670410156,0.5762119293212891
7,8,person,417.0500183105469,403.4189147949219,450.6606140136719,477.2704162597656,0.7230257391929626
7,9,person,471.11151123046875,315.7730407714844,501.71270751953125,381.9399719238281,0.5244836211204529
8,1,person,744.8073120117188,440.1747741699219,797.5033569335938,519.6417846679688,0.7859830856323242
8,2,person,83.15164184570312,499.8820495605469,127.7887954711914,589.5848388671875,0.5997781157493591
8,3,person,1038.1015625,381.4578552246094,1076.830810546875,453.17572021484375,0.7782629132270813
8,5,person,968.9112548828125,314.53863525390625,1006.3490600585938,388.866943359375,0.6175196766853333
8,6,person,299.084716796875,384.4985046386719,334.63409423828125,462.283203125,0.6591839790344238
8,7,person,790.1101684570312,343.20367431640625,826.689697265625,413.7417907714844,0.5356971025466919
8,8,person,418.6131591796875,404.9759826660156,451.5859680175781,477.6134948730469,0.6565260291099548
8,9,person,476.1607971191406,310.2841796875,509.6360168457031,382.8997802734375,0.5254393219947815
8,4,person,639.824462890625,385.86029052734375,677.8675537109375,472.42425537109375,0.506866455078125
8,13,person,741.935302734375,274.06072998046875,762.00927734375,328.51080322265625,0.5484902858734131
9,1,person,741.5208129882812,439.8511657714844,794.0209350585938,518.7353515625,0.7568250298500061
9,2,person,78.33460235595703,500.6848449707031,122.30313873291016,588.9003295898438,0.65485680103302
9,3,person,1032.370361328125,381.6130676269531,1071.5435791015625,451.8762512207031,0.7503819465637207
9,5,person,967.6064453125,314.2435607910156,1005.3582763671875,388.9717712402344,0.6543662548065186
9,6,person,298.2013854980469,384.5841064453125,332.65045166015625,458.7138671875,0.6880707144737244
9,7,person,789.7178344726562,339.3763732910156,828.1464233398438,414.83612060546875,0.5281897783279419
9,8,person,418.5278015136719,405.5514221191406,451.2626647949219,478.57330322265625,0.6257390975952148
9,9,person,478.7204284667969,308.24981689453125,513.065185546875,382.90673828125,0.6534137725830078
9,15,person,1065.16357421875,225.24229431152344,1092.122314453125,268.9627990722656,0.5479201674461365
9,4,person,644.8999633789062,382.3201904296875,683.7218017578125,470.8580627441406,0.558317244052887
10,1,person,737.1626586914062,438.8529968261719,785.394775390625,513.1507568359375,0.7302999496459961
10,2,person,70.96808624267578,501.00927734375,116.41891479492188,589.2149658203125,0.771169900894165
10,3,person,1022.3092651367188,382.42852783203125,1060.842041015625,452.82159423828125,0.6288026571273804
10,5,person,962.4956665039062,313.64886474609375,1000.503662109375,386.820068359375,0.6462767720222473
10,6,person,297.43218994140625,387.65631103515625,330.45330810546875,457.9119873046875,0.5978156924247742
10,7,person,790.7169189453125,344.2730407714844,827.6395874023438,416.99737548828125,0.5327538847923279
10,8,person,417.3280944824219,403.62371826171875,449.6278381347656,476.6102294921875,0.6232154369354248
10,9,person,482.09979248046875,306.6552734375,517.6807861328125,383.3651123046875,0.6308574676513672
10,4,person,651.691162109375,381.1743469238281,689.2565307617188,467.7035217285156,0.653276801109314
11,1,person,732.7847900390625,438.3601989746094,779.7265014648438,512.7015991210938,0.7199811339378357
11,2,person,67.95642852783203,501.4756774902344,114.44364929199219,588.8375854492188,0.7525083422660828
11,3,person,1015.7122802734375,382.68426513671875,1052.6806640625,452.068603515625,0.6993981599807739
11,5,person,960.0261840820312,313.49017333984375,998.91796875,385.8175048828125,0.6459586024284363
11,6,person,299.4573059082031,387.0899963378906,332.4317932128906,457.3258361816406,0.6734198331832886
11,7,person,790.226318359375,343.36981201171875,827.9636840820312,417.4598693847656,0.5838473439216614
11,8,person,417.01318359375,402.96978759765625,448.8818664550781,475.8882141113281,0.6516847014427185
11,9,person,484.2129211425781,306.6193542480469,520.159423828125,383.46820068359375,0.582103431224823
11,4,person,655.9876708984375,382.2297058105469,692.308349609375,466.46099853515625,0.5850408673286438
11,13,person,742.42822265625,275.1158142089844,762.6510009765625,329.8202819824219,0.5731868147850037
11,15,person,1065.0614013671875,225.564697265625,1091.5528564453125,268.5726318359375,0.5028349161148071
12,1,person,730.3851318359375,435.147705078125,777.1063842773438,510.426513671875,0.6693971753120422
12,2,person,68.14064025878906,502.2890930175781,116.29907989501953,589.9954833984375,0.8167990446090698
12,3,person,1010.1461791992188,382.1800842285156,1047.98779296875,452.29864501953125,0.805748462677002
12,5,person,954.89501953125,315.8502197265625,991.9137573242188,386.2846984863281,0.6934800744056702
12,6,person,302.9934997558594,384.4014587402344,337.64739990234375,458.2590637207031,0.7719716429710388
12,7,person,791.7020874023438,347.1571044921875,826.403564453125,416.04632568359375,0.5010875463485718
12,8,person,416.6480712890625,403.2321472167969,448.81915283203125,478.3497009277344,0.6457807421684265
12,9,person,487.9388732910156,307.1095275878906,525.3878173828125,386.4845275878906,0.7335867881774902
12,4,person,663.2510375976562,387.0267333984375,700.0169677734375,471.1523742675781,0.556488037109375
12,13,person,742.3413696289062,274.66424560546875,763.2548217773438,331.06842041015625,0.5806152820587158
13,1,person,729.2979736328125,433.30792236328125,773.3152465820312,504.9114074707031,0.667683482170105
13,2,person,70.09169006347656,501.25103759765625,119.30775451660156,588.9027709960938,0.7879733443260193
13,3,person,1006.2914428710938,381.16119384765625,1046.517333984375,452.864013671875,0.8006431460380554
13,5,person,953.0674438476562,316.23974609375,989.4620971679688,387.3615417480469,0.6181714534759521
13,6,person,305.3004455566406,384.0460510253906,339.59942626953125,456.18719482421875,0.7339234948158264
13,8,person,417.6623229980469,402.8887939453125,450.5537414550781,480.05120849609375,0.6045289635658264
13,9,person,492.9424133300781,307.35931396484375,530.6238403320312,386.7037048339844,0.6933045983314514
13,4,person,671.3973999023438,392.3890380859375,707.6727294921875,474.68756103515625,0.5817633271217346
13,13,person,742.8370361328125,274.66192626953125,764.2935180664062,332.0160827636719,0.6001015305519104
14,1,person,727.4407348632812,434.4958801269531,765.2813110351562,496.6443176269531,0.6336452960968018
14,2,person,68.73295593261719,495.7408752441406,118.84822082519531,586.5843505859375,0.5876209139823914
14,3,person,997.5465087890625,382.4352722167969,1034.607421875,448.608154296875,0.5432303547859192
14,5,person,950.1268310546875,316.4858093261719,986.3936157226562,388.62322998046875,0.6454765200614929
14,6,person,311.8125915527344,385.03851318359375,344.6590576171875,452.8140563964844,0.6556292176246643
14,8,person,418.88250732421875,402.48388671875,452.8553771972656,478.68646240234375,0.7352096438407898
14,9,person,500.0318603515625,311.51422119140625,536.7832641601562,389.20281982421875,0.6607857942581177
14,4,person,678.2562255859375,399.60858154296875,714.0271606445312,478.6843566894531,0.5296769738197327
14,13,person,743.0582885742188,273.8138732910156,765.4412231445312,332.68695068359375,0.5922479033470154
15,1,person,726.102294921875,433.0380859375,764.6688842773438,495.5611877441406,0.6357758641242981
15,2,person,67.83357238769531,490.68292236328125,118.34674835205078,584.6710815429688,0.6847924590110779
15,3,person,992.3510131835938,382.6291198730469,1027.6568603515625,446.751953125,0.6702280640602112
15,5,person,948.7356567382812,317.16082763671875,985.1438598632812,389.1756896972656,0.6030310988426208
15,6,person,314.60919189453125,384.4859924316406,348.9739990234375,453.2886657714844,0.6613593697547913
15,8,person,418.45599365234375,401.7853698730469,454.021728515625,480.032958984375,0.6848885416984558
15,9,person,506.4656066894531,313.5960693359375,541.2232666015625,387.943359375,0.5831272006034851
15,13,person,743.2044067382812,274.83502197265625,765.5787963867188,332.9758605957031,0.6866148710250854
15,7,person,796.6619873046875,358.4811706542969,827.8091430664062,420.1231994628906,0.594899594783783
16,2,person,68.58932495117188,485.6700439453125,118.54629516601562,581.5472412109375,0.7196297645568848
16,3,person,986.9267578125,383.71533203125,1022.931396484375,450.3435363769531,0.6520072817802429
16,5,person,945.6155395507812,316.0267639160156,982.9605102539062,388.1097717285156,0.6434928774833679
16,6,person,322.5453796386719,379.2984924316406,360.03533935546875,453.25921630859375,0.6791321635246277
16,8,person,420.05560302734375,402.68597412109375,455.3673400878906,481.1904296875,0.6139987707138062
16,9,person,515.6956176757812,313.0231628417969,551.3805541992188,389.7786865234375,0.636285662651062
16,13,person,746.9135131835938,276.5008850097656,768.9685668945312,333.80487060546875,0.6357205510139465
16,7,person,797.8095703125,356.4408264160156,832.48876953125,423.60260009765625,0.6701950430870056
17,2,person,71.51811218261719,482.00018310546875,121.39429473876953,580.0228271484375,0.723411500453949
17,3,person,984.0152587890625,384.289306640625,1021.6467895507812,452.9165344238281,0.715246856212616
17,5,person,942.5335083007812,314.9573669433594,980.2354125976562,387.7032470703125,0.5844483375549316
17,6,person,331.9770202636719,377.23065185546875,369.78021240234375,452.12347412109375,0.6009799242019653
17,8,person,422.8957214355469,402.10052490234375,457.1883544921875,479.75396728515625,0.5600035786628723
17,9,person,522.4295043945312,313.10565185546875,557.41552734375,388.8641052246094,0.5846893191337585
17,13,person,748.9235229492188,277.0284118652344,770.8375854492188,334.28155517578125,0.6266081929206848
17,7,person,798.3407592773438,356.4985046386719,834.4033203125,424.0301513671875,0.7247625589370728
17,1,person,718.8746337890625,429.03631591796875,761.1465454101562,493.56256103515625,0.5168300867080688
18,2,person,75.7593002319336,482.337890625,124.04468536376953,579.6232299804688,0.6768394112586975
18,3,person,980.3770751953125,383.5793762207031,1020.2411499023438,453.1708984375,0.7422196865081787
18,6,person,345.04095458984375,374.33978271484375,382.6748962402344,449.8569030761719,0.7057928442955017
18,8,person,425.18170166015625,402.4130859375,458.7868347167969,479.9041748046875,0.5587565302848816
18,9,person,529.1844482421875,310.4808044433594,565.1959838867188,390.2070617675781,0.6297801733016968
18,13,person,752.8009033203125,280.474609375,774.30859375,335.7242431640625,0.5446609258651733
18,7,person,800.1454467773438,357.7109069824219,835.2728881835938,423.5793762207031,0.5159826278686523
18,17,person,793.8836059570312,283.2683410644531,816.987548828125,333.94317626953125,0.6585858464241028
18,4,person,689.2357177734375,405.10064697265625,732.1550903320312,491.23809814453125,0.5197714567184448
19,2,person,77.995361328125,482.9819641113281,126.03338623046875,580.5296020507812,0.7347842454910278
19,3,person,974.7059936523438,382.04345703125,1017.1544189453125,454.2821044921875,0.5859184265136719
19,6,person,355.5699462890625,373.45281982421875,392.2756652832031,447.9806213378906,0.5596580505371094
19,8,person,424.8901062011719,403.70623779296875,457.6595153808594,480.212646484375,0.5297436118125916
19,9,person,534.7760009765625,309.85186767578125,569.6581420898438,388.7115783691406,0.6682755947113037
19,13,person,754.8247680664062,281.2328186035156,776.75927734375,336.3057556152344,0.5651949048042297
19,17,person,795.3638916015625,285.26910400390625,818.6063232421875,336.4184265136719,0.5371494293212891
20,2,person,77.39601135253906,486.6109619140625,125.97480010986328,584.1220703125,0.7593692541122437
20,3,person,968.7830810546875,382.0615234375,1010.5215454101562,455.1631164550781,0.6024648547172546
20,6,person,368.8512878417969,371.9649658203125,404.7559509277344,445.7066345214844,0.6551725268363953
20,8,person,428.2013854980469,404.6325988769531,461.20513916015625,483.3348388671875,0.6618072390556335
20,18,person,1084.2930908203125,230.87448120117188,1111.33251953125,273.4438171386719,0.5475795269012451
20,5,person,942.6172485351562,319.9454650878906,977.9149169921875,388.1039733886719,0.5305984020233154
20,7,person,803.1122436523438,354.66815185546875,841.3653564453125,428.6547546386719,0.5862918496131897
21,2,person,76.51846313476562,489.1922607421875,125.34515380859375,585.0538940429688,0.7647494077682495
21,3,person,964.3494262695312,383.2066650390625,1004.4008178710938,455.6626281738281,0.6482500433921814
21,6,person,377.18939208984375,372.5699462890625,413.97216796875,448.9168395996094,0.5730116963386536
21,8,person,431.3154602050781,404.60675048828125,463.9791564941406,483.47857666015625,0.6384019255638123
21,5,person,942.2350463867188,320.77862548828125,977.1992797851562,387.8741455078125,0.5116939544677734
21,7,person,804.9815673828125,354.5,844.1445922851562,432.6602783203125,0.5640404224395752
21,9,person,547.83837890625,313.5421447753906,580.5948486328125,389.9539794921875,0.5911650061607361
22,2,person,77.39265441894531,491.0864562988281,127.11572265625,585.9559326171875,0.7705293297767639
22,3,person,963.1035766601562,386.25946044921875,1004.503662109375,460.6719665527344,0.7049086093902588
22,6,person,389.7242736816406,370.3643798828125,426.2613525390625,447.7589111328125,0.5930488109588623
22,8,person,434.0052490234375,407.88836669921875,467.31341552734375,487.6291198730469,0.5861948132514954
22,5,person,939.1625366210938,320.6329040527344,976.6561889648438,393.07159423828125,0.5136205554008484
22,7,person,808.7828979492188,358.197998046875,847.0992431640625,435.29156494140625,0.633060097694397
22,9,person,556.9061279296875,316.632080078125,589.2937622070312,392.59954833984375,0.5452075004577637
22,1,person,684.2291259765625,412.8697509765625,735.9284057617188,491.9407653808594,0.5489952564239502
23,2,person,80.43416595458984,493.490966796875,130.36500549316406,586.8541870117188,0.7851675748825073
23,3,person,961.159912109375,382.8173522949219,1004.4943237304688,458.9913635253906,0.678308367729187
23,6,person,398.83782958984375,368.7786560058594,435.5072937011719,448.67034912109375,0.5852201581001282
23,8,person,437.0804443359375,410.3286437988281,469.5609130859375,488.1163024902344,0.6077814698219299
23,7,person,811.58837890625,361.1685791015625,850.2427978515625,437.8454895019531,0.6992807984352112
23,9,person,563.4398193359375,319.47412109375,596.175537109375,396.1463623046875,0.6906797289848328
23,1,person,679.838134765625,412.4233703613281,729.7088623046875,490.4631652832031,0.5097543597221375
23,13,person,766.7243041992188,282.276123046875,789.0543823242188,338.63604736328125,0.5172799229621887
24,2,person,85.58451080322266,493.5506896972656,135.26055908203125,586.410888671875,0.7481698393821716
24,6,person,414.9980773925781,368.9087219238281,448.7229309082031,444.23187255859375,0.5748171210289001
24,8,person,440.97552490234375,413.034912109375,473.9807434082031,492.1682434082031,0.7055948972702026
24,7,person,817.396728515625,363.134765625,855.9096069335938,439.68023681640625,0.6190090775489807
24,9,person,571.4093627929688,321.69512939453125,604.5546875,399.4198913574219,0.6967071890830994
24,1,person,671.7525634765625,412.7728271484375,723.6318359375,493.00994873046875,0.5424814820289612
24,13,person,770.8580322265625,282.08148193359375,794.8023071289062,343.05255126953125,0.5395370125770569
25,2,person,88.98135375976562,491.2654724121094,138.56549072265625,585.9803466796875,0.675614595413208
25,8,person,443.01544189453125,415.2247314453125,476.8224792480469,497.2074279785156,0.6593384146690369
25,7,person,821.545654296875,363.4183349609375,859.1723022460938,439.1092529296875,0.5827480554580688
25,9,person,577.5355224609375,324.9100036621094,609.2794189453125,399.9345397949219,0.5898406505584717
25,20,person,815.5265502929688,289.63128662109375,837.0941162109375,342.7398681640625,0.6217941045761108
25,3,person,936.5178833007812,340.4683532714844,999.409912109375,456.69158935546875,0.5842253565788269
26,2,person,94.10839080810547,488.5351867675781,141.48985290527344,582.6278686523438,0.5444008111953735
26,8,person,441.19171142578125,386.19183349609375,482.90557861328125,490.3813171386719,0.6556984186172485
26,7,person,824.1488037109375,361.2535400390625,861.9879760742188,439.65472412109375,0.5554310083389282
26,9,person,585.81787109375,327.22149658203125,616.8577880859375,400.611083984375,0.6904105544090271
26,1,person,676.697021484375,414.10137939453125,727.4822387695312,493.8314208984375,0.5907038450241089
27,2,person,98.14691925048828,487.57928466796875,144.44923400878906,583.7201538085938,0.6340330839157104
27,8,person,443.0302429199219,375.4873352050781,489.7441101074219,496.052978515625,0.6988770961761475
27,7,person,827.3511962890625,363.342529296875,863.7750854492188,440.8668212890625,0.5424943566322327
27,9,person,591.3147583007812,329.4968566894531,621.3488159179688,401.4706726074219,0.667231023311615
27,13,person,785.1493530273438,285.7720947265625,807.190673828125,341.3861083984375,0.5942928791046143
27,3,person,943.7398071289062,381.3894958496094,989.6295776367188,463.92352294921875,0.7117136716842651
28,2,person,104.64997863769531,487.5794372558594,148.9111785888672,582.5523681640625,0.7023921012878418
28,8,person,452.48504638671875,404.4293212890625,490.1686706542969,500.1462707519531,0.6096105575561523
28,7,person,833.8630981445312,362.53375244140625,871.29150390625,443.321044921875,0.6673957109451294
28,9,person,600.163330078125,331.32281494140625,629.7333984375,401.6421813964844,0.6106074452400208
28,3,person,943.8814086914062,394.0575256347656,985.5542602539062,464.7795104980469,0.7232467532157898
28,17,person,793.028564453125,290.439208984375,819.356201171875,348.1404113769531,0.5204609036445618
29,2,person,109.48147583007812,487.71209716796875,152.7134246826172,583.5127563476562,0.6857730150222778
29,8,person,457.4888916015625,416.4785461425781,491.3450622558594,502.8603515625,0.6454482674598694
29,7,person,839.23779296875,365.2345275878906,875.9920043945312,444.3220520019531,0.6689995527267456
29,9,person,605.6246948242188,332.43017578125,636.28369140625,403.60015869140625,0.5898836851119995
29,3,person,939.6412353515625,397.43914794921875,978.2692260742188,464.27642822265625,0.6561893820762634
29,23,person,832.2202758789062,289.30548095703125,857.85009765625,343.35858154296875,0.5500921607017517
29,17,person,793.3840942382812,288.9244384765625,820.229736328125,348.43341064453125,0.5336900353431702
29,1,person,679.27685546875,416.2145690917969,727.2174682617188,490.9608154296875,0.5557695627212524
30,2,person,115.92015838623047,487.40985107421875,157.65570068359375,581.1281127929688,0.730954647064209
30,8,person,464.2470397949219,425.1138000488281,496.2377014160156,507.6151428222656,0.58791583776474
30,7,person,847.51025390625,369.19921875,883.581298828125,446.562744140625,0.6317761540412903
30,3,person,936.9506225585938,399.4698181152344,972.6795043945312,463.26788330078125,0.5395645499229431
30,23,person,836.2625732421875,292.6152648925781,860.9033203125,344.6557922363281,0.5216787457466125
30,17,person,795.703125,287.7908020019531,823.7643432617188,350.0702819824219,0.5327464938163757
30,1,person,673.2847290039062,419.0356750488281,722.8323974609375,494.3371887207031,0.5799010396003723
31,2,person,118.08914947509766,487.0715026855469,160.62362670898438,582.9066162109375,0.7187274694442749
31,8,person,465.05438232421875,430.13262939453125,496.5460510253906,509.8789978027344,0.6254861950874329
31,7,person,850.8049926757812,372.9409484863281,886.177978515625,449.0579528808594,0.6867241859436035
31,3,person,935.0136108398438,401.04595947265625,968.733642578125,462.2340393066406,0.578456699848175
31,17,person,797.697265625,287.7549743652344,826.10205078125,350.5387878417969,0.5425135493278503
31,1,person,673.8613891601562,421.16082763671875,721.7821044921875,492.8053283691406,0.5854569673538208
31,24,person,496.9111022949219,370.92596435546875,527.58837890625,445.0870361328125,0.6510598659515381
31,9,person,617.7838134765625,336.0677490234375,650.8716430664062,408.0621032714844,0.5791205167770386
32,2,person,121.94366455078125,486.1481628417969,164.61520385742188,580.9447021484375,0.7682054042816162
32,8,person,470.28271484375,433.83538818359375,501.7188415527344,512.5089721679688,0.7054643034934998
32,7,person,852.7869873046875,374.70062255859375,888.1397094726562,452.44647216796875,0.6676318049430847
32,3,person,931.099853515625,401.1214599609375,969.2374267578125,468.41546630859375,0.7627252340316772
32,17,person,802.8842163085938,291.44915771484375,830.702880859375,352.1750183105469,0.6440386772155762
32,1,person,671.9308471679688,424.010009765625,715.807373046875,490.9462585449219,0.5130764245986938
32,24,person,508.73553466796875,370.91998291015625,539.7219848632812,445.8964538574219,0.6542148590087891
32,9,person,624.7218017578125,338.3072509765625,660.11328125,411.4738464355469,0.6636298894882202
32,23,person,848.074951171875,296.27728271484375,873.4312133789062,349.7183837890625,0.5486699342727661
33,2,person,126.28565216064453,486.4004211425781,168.29986572265625,578.9796142578125,0.7847960591316223
33,8,person,473.8006591796875,438.2958984375,504.63006591796875,514.1781005859375,0.6835149526596069
33,7,person,855.05419921875,377.92510986328125,888.776611328125,452.74603271484375,0.6411252021789551
33,3,person,923.5806274414062,400.2213134765625,962.3682861328125,468.64349365234375,0.6063601970672607
33,17,person,806.1235961914062,293.07366943359375,833.8291015625,354.2882080078125,0.5705002546310425
33,24,person,516.4118041992188,372.390380859375,547.9269409179688,448.6806335449219,0.6476626396179199
33,9,person,628.890625,339.2782287597656,665.3427734375,412.3369140625,0.6225287318229675
33,23,person,851.927734375,296.95068359375,878.5581665039062,352.73968505859375,0.5693199634552002
34,2,person,133.0574493408203,487.5364685058594,172.4322052001953,575.3162841796875,0.7664493322372437
34,8,person,477.6876220703125,441.3251953125,510.0731201171875,518.6603393554688,0.7233033180236816
34,7,person,857.5294799804688,379.52191162109375,892.553466796875,457.1888122558594,0.639808714389801
34,3,person,917.9470825195312,402.9410705566406,954.8263549804688,469.0246276855469,0.6054481267929077
34,24,person,528.8250732421875,375.4590148925781,558.2924194335938,446.4363708496094,0.6420255303382874
34,9,person,631.5999755859375,337.30615234375,668.3507080078125,411.3052062988281,0.5785614252090454
34,1,person,664.6112670898438,421.4333190917969,711.7168579101562,493.95086669921875,0.6315302848815918
35,2,person,137.4185028076172,486.0164794921875,175.06097412109375,571.3373413085938,0.6865590810775757
35,8,person,479.3673400878906,444.46112060546875,512.4098510742188,522.2078857421875,0.7132965326309204
35,7,person,858.4061279296875,380.65240478515625,894.2982788085938,459.7713317871094,0.6030485033988953
35,3,person,913.3650512695312,403.49761962890625,951.2255859375,473.0150146484375,0.6378284692764282
35,24,person,536.6531372070312,379.0738525390625,564.2869262695312,444.9567565917969,0.6687256097793579
35,9,person,632.694580078125,335.2572326660156,670.335693359375,412.5669250488281,0.5810170769691467
35,25,person,948.48583984375,341.4196472167969,976.769287109375,411.9739074707031,0.6598849296569824
35,1,person,663.6708374023438,421.6705322265625,709.4673461914062,491.3598327636719,0.5500167608261108
35,23,person,858.9384765625,298.0669250488281,886.1400146484375,354.7369079589844,0.5006392002105713
36,2,person,144.9634552001953,482.5782470703125,182.50851440429688,570.060546875,0.5904281139373779
36,8,person,478.4811706542969,447.77618408203125,510.9411926269531,524.4711303710938,0.6729450821876526
36,7,person,858.5325317382812,382.842041015625,893.7741088867188,462.6866455078125,0.5674198865890503
36,3,person,907.375,404.865966796875,946.141845703125,476.3842468261719,0.7041580677032471
